DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2025/12/02 18:02:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,5,0.0,0.74,33.0,-2.57085,-46.89151
2025/12/02 18:02:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,5.91,0.66,10.4,-3.74807,-48.14225
2025/12/04 17:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.45,0.56,38.0,-2.91026,-46.75055
2025/12/04 17:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,9,0.0,1.0,78.7,-2.61514,-47.01247
2025/12/04 17:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.4,0.52,35.6,-2.91477,-46.74506
2025/12/04 17:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,8,0.0,0.91,66.2,-2.61207,-47.01789
2025/12/05 18:19:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,11,13.17,0.33,9.7,-2.65425,-46.93909
2025/12/07 18:00:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,5.04,0.05,27.7,-2.85206,-46.74365
2025/12/07 18:00:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,3.7,0.11,20.6,-2.95522,-46.67519
2025/12/07 18:00:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,5.15,0.03,10.1,-2.86541,-46.76532
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.58,18.9,-3.42989,-47.6295
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.14,0.48,44.1,-2.90112,-46.72836
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.3,0.9,25.7,-2.85558,-46.80515
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.56,38.4,-2.76102,-47.6644
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.02,9.0,-3.76734,-48.04633
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.1,0.46,29.9,-2.90996,-46.72704
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.03,11.2,-3.76605,-48.0375
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.1,15.2,-3.75594,-48.02996
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.11,19.1,-3.75465,-48.02111
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.99,15.6,-3.22398,-47.48479
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,1.0,36.9,-3.2227,-47.47607
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.29,0.87,39.1,-2.85688,-46.81401
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.95,21.1,-3.23274,-47.4835
2025/12/10 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.98,80.3,-3.23146,-47.47477
2025/12/12 17:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,2.68,0.99,29.8,-2.9226,-46.7304
2025/12/12 17:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,2.75,0.97,11.8,-2.92462,-46.74479
2025/12/12 17:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,3.33,0.55,35.3,-3.25141,-47.25669
2025/12/12 17:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,4.02,0.96,77.7,-3.22888,-46.86127
2025/12/12 17:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,2.67,0.87,40.0,-2.92216,-46.73551
2025/12/12 17:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.98,0.17,63.5,-2.76924,-47.73335
2025/12/12 17:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,3.26,0.93,17.4,-2.49197,-47.01545
2025/12/12 17:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,3.96,0.44,23.9,-3.23096,-46.87595
2025/12/13 18:32:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.91,21.0,-2.59689,-47.72565
2025/12/15 18:10:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.5,4.3,-2.4421,-46.9087
2025/12/17 17:49:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.0,0.47,63.1,-2.66454,-46.9008
2025/12/18 18:28:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,1.2,1.0,10.5,-2.6059,-47.71028
2025/12/27 17:38:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,3.09,0.02,60.6,-3.02074,-46.70923
2025/12/28 18:19:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,15.55,0.0,12.0,-3.10132,-46.9119
2025/12/28 18:19:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,6.81,0.04,4.1,-3.33884,-48.02646
2025/12/28 18:19:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,14.52,0.0,10.9,-3.04794,-46.9355
2025/12/28 18:19:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,15.32,0.0,205.7,-3.09246,-46.91312
2025/12/28 18:19:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,13.02,0.01,4.6,-2.62636,-46.94989
2025/12/28 18:19:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,12.94,0.01,8.5,-2.62767,-46.95878
2025/12/30 17:58:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,4.3,0.0,12.5,-3.19201,-48.02696
2025/12/31 18:34:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.57,0.01,16.8,-2.84995,-46.72758
2025/12/31 18:34:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.48,0.05,16.7,-2.8497,-46.73682
2026/01/02 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.0,0.08,6.5,-2.78835,-47.65437
2026/01/02 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.0,0.01,5.9,-2.63878,-47.76641
2026/01/02 18:15:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.0,0.04,17.1,-2.6401,-47.77552
2026/01/04 17:51:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,1.65,0.01,27.7,-2.60534,-47.75749
2026/01/04 17:51:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.13,0.2,23.2,-3.30992,-47.37533
2026/01/04 17:51:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.16,0.07,24.5,-3.31106,-47.38027
2026/01/04 17:51:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.0,0.8,32.0,-2.92731,-46.73324
2026/01/04 17:51:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.0,1.0,22.9,-2.88896,-46.81021
2026/01/05 18:30:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.0,0.18,9.4,-2.90197,-47.60472
2026/01/05 18:30:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,6,0.0,0.42,17.7,-3.31076,-46.97668
2026/01/07 18:08:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,6,1.09,0.95,30.5,-3.2022,-46.81895
2026/01/07 18:08:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,6,4.87,0.05,18.2,-3.4257,-46.96294
2026/01/07 18:08:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,6,5.08,0.05,10.9,-3.42708,-46.97255
2026/01/07 18:08:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,6,3.96,0.43,44.3,-3.27903,-47.09544
2026/01/10 18:28:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,5.46,0.0,11.9,-3.14911,-47.51999
2026/01/10 18:28:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,5.52,0.0,13.3,-3.13999,-47.52124
2026/01/12 18:04:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.1,0.62,40.6,-2.91464,-46.69393
2026/01/12 18:04:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.2,1.0,21.3,-2.96467,-46.76432
2026/01/15 18:21:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,13.98,0.0,8.0,-2.63896,-46.95683
2026/01/20 18:17:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.0,0.0,14.1,-3.012,-47.38192
2026/01/20 18:17:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.0,5.3,-2.77007,-47.88188
2026/01/22 17:56:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,1.48,0.26,30.7,-2.93898,-46.79177
2026/01/22 17:56:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,1.35,0.28,22.7,-3.44093,-47.55081
2026/01/25 18:13:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.64,0.0,13.7,-2.86938,-46.76068
2026/02/02 18:23:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,1.18,0.2,7.2,-2.87227,-46.87252
2026/02/02 18:23:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,1.07,0.32,7.0,-3.29166,-47.08661
2026/02/02 18:23:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,1.12,0.31,22.0,-3.28284,-47.08793
2026/02/02 18:23:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,1.21,0.3,4.4,-3.28153,-47.07906
2026/02/04 18:02:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,1,2.23,0.02,15.1,-3.26324,-47.06812
2026/02/04 18:02:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,5,0.0,0.3,18.2,-2.85499,-46.79245
2026/02/04 18:02:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,2.03,0.3,40.2,-3.26537,-47.0829
2026/02/04 18:02:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,5,0.88,0.58,10.5,-3.36355,-47.1219
2026/03/23 18:30:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,4.78,0.0,9.0,-3.24272,-47.92101
2026/03/23 18:30:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,4.8,0.0,25.6,-3.24401,-47.92973
2026/03/23 18:30:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,4.8,0.0,4.7,-3.25276,-47.92843
2026/03/30 18:02:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,3.5,0.04,17.0,-3.35343,-47.11697
2026/05/11 18:32:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,1.88,0.0,3.3,-3.47565,-48.46743
2026/06/09 18:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,1,0.37,0.06,55.7,-3.50486,-48.0326
2026/06/09 18:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,1,0.4,0.06,12.6,-3.50337,-48.02711
2026/06/09 18:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.3,0.06,32.7,-3.50656,-48.04411
2026/06/09 18:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.31,0.06,109.5,-3.50518,-48.03881
2026/06/09 18:53:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.38,0.06,9.9,-3.49653,-48.04554
2026/06/14 18:49:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.2,0.12,9.0,-3.51109,-48.03015
2026/06/16 18:26:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,2.39,0.09,9.3,-3.51815,-48.04165
2026/06/29 18:28:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.91,0.15,12.4,-3.50503,-48.03923
2026/06/29 18:28:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.92,0.15,17.8,-3.5153,-48.03764
2026/07/02 18:45:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.0,1.0,12.8,-3.04323,-47.81995
2026/07/02 18:45:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.0,0.25,7.6,-3.50174,-48.04287
2026/07/02 18:45:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,5,0.0,0.25,26.2,-3.51048,-48.04158
2026/07/02 18:45:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.0,0.25,14.8,-3.5092,-48.03288
2026/07/05 19:00:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,7,0.3,0.29,14.2,-3.50449,-48.03595
2026/07/07 18:38:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,9,2.19,0.19,7.2,-3.49725,-48.03987
2026/07/12 18:32:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.0,0.39,11.0,-3.4989,-48.03491
2026/07/20 18:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.0,0.92,27.7,-3.17157,-48.06852
2026/07/20 18:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.0,0.59,6.4,-3.16309,-48.07541
2026/07/20 18:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,4,0.0,0.5,16.5,-3.17289,-48.07768
2026/07/25 18:34:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.02,0.23,36.8,-3.24807,-47.92583
2026/07/25 18:34:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,1,0.0,0.24,80.2,-3.24649,-47.9151
2026/07/27 18:13:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.0,0.39,65.0,-3.24802,-47.93829
2026/07/27 18:13:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.0,0.39,75.2,-3.24673,-47.91307
2026/07/27 18:13:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.0,0.4,44.2,-3.24396,-47.90908
2026/07/27 18:13:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.0,0.39,54.5,-3.251,-47.94217
2026/07/30 18:28:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.0,0.67,188.7,-3.11962,-47.91273
2026/07/30 18:28:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.0,0.61,96.3,-3.12103,-47.90602
2026/07/30 18:28:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,2,0.0,0.88,73.4,-3.12303,-47.92036
2026/07/31 19:06:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.1,0.97,20.9,-3.12449,-47.92346
2026/07/31 19:06:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.1,0.39,55.9,-3.11245,-47.91565
2026/07/31 19:06:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,6,0.1,0.47,34.5,-3.24371,-47.94363
2026/07/31 19:06:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.1,0.78,35.1,-3.12217,-47.90863
2026/07/31 19:06:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,3,0.1,0.92,34.9,-3.12369,-47.91394
2026/08/02 18:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,5,0.0,0.49,35.0,-3.11185,-47.91314
2026/08/02 18:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,5,0.0,0.49,5.7,-3.11055,-47.90431
2026/08/02 18:43:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,5,0.0,0.49,50.6,-3.11315,-47.92201
2026/08/05 19:00:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,26,0.0,1.0,65.2,-3.5984,-48.87001
2026/08/05 19:00:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,26,0.0,1.0,26.4,-3.59985,-48.87977
2026/08/07 18:38:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,9,0.0,0.57,16.7,-2.83987,-46.72128
